City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,fougamou,-1.2154,10.5838,23.01,82,100,1.68,GA,1724289935
361,carnarvon,-24.8667,113.6333,21.66,77,14,7.87,AU,1724289935
362,belmonte,-15.8631,-38.8828,23.3,87,65,2.65,BR,1724289935
363,alice springs,-23.7,133.8833,27.75,21,0,3.6,AU,1724289935
364,farasan,16.7022,42.1183,30.18,69,100,1.7,SA,1724289935
365,lazaro cardenas,17.9583,-102.2,28.88,74,2,3.61,MX,1724289935
366,morondava,-20.2833,44.2833,19.17,70,0,5.71,MG,1724289935
367,kununurra,-15.7667,128.7333,30.99,45,6,2.57,AU,1724289935
368,watford city,47.8022,-103.2832,25.92,65,0,5.14,US,1724289723
369,sikonge,-5.6333,32.7667,20.24,47,99,4.41,TZ,1724289935
370,jinchang,38.4953,102.1739,24.16,35,9,0.46,CN,1724289935
371,walterboro,32.9052,-80.6668,23.86,78,0,2.57,US,1724289935
372,nantucket,41.2835,-70.0995,18.06,72,0,4.63,US,1724289867
373,al jawf,29.5,38.75,27.51,19,2,3.49,SA,1724289935
374,ascencion de guarayos,-15.8963,-63.1881,27.06,30,100,1.45,BO,1724289935
375,warora,20.2333,79.0,25.9,91,100,2.4,IN,1724289868
376,okhotsk,59.3833,143.3,16.42,73,100,2.76,RU,1724289936
377,kabare,-2.4683,28.8242,15.88,82,23,1.58,CD,1724289936
378,turuntayevo,52.2,107.6167,19.63,60,0,0.68,RU,1724289936
379,shinjo,38.7586,140.3008,29.33,63,98,2.3,JP,1724289936
380,chui,-33.6971,-53.4616,16.09,98,100,5.13,UY,1724289936
381,mangaratiba,-22.9597,-44.0406,20.91,83,0,1.34,BR,1724289869
382,naze,28.3667,129.4833,28.51,72,100,3.86,JP,1724289936
383,lubango,-14.9172,13.4925,13.92,28,4,2.57,AO,1724289936
384,pancas,-19.225,-40.8514,18.91,91,0,1.55,BR,1724289936
385,champerico,14.3,-91.9167,26.6,84,100,6.88,GT,1724289869
386,shingu,33.7333,135.9833,31.0,66,100,2.35,JP,1724289936
387,laiyang,36.9758,120.7136,28.03,80,0,3.39,CN,1724289936
388,sault ste. marie,46.5168,-84.3333,16.16,72,0,0.0,CA,1724289790
389,kangding,30.0513,101.9603,21.19,58,10,0.41,CN,1724289937
390,east end,34.5507,-92.341,24.28,68,0,3.17,US,1724289869
391,kone,-21.0595,164.8658,26.8,41,0,3.67,NC,1724289937
392,akranes,64.3218,-22.0749,8.03,76,100,7.18,IS,1724289937
393,santiago de cao,-7.9589,-79.2392,17.07,88,75,3.6,PE,1724289937
394,skovorodino,53.9833,123.9167,15.56,85,100,2.86,RU,1724289937
395,ancud,-41.8697,-73.8203,5.46,83,89,2.22,CL,1724289937
396,ust-tsilma,65.441,52.1498,7.42,97,13,1.36,RU,1724289870
397,cockburn town,21.4612,-71.1419,28.33,82,4,8.7,TC,1724289870
398,codrington,-38.2667,141.9667,13.81,68,5,7.18,AU,1724289937
399,escanaba,45.7453,-87.0646,18.98,59,0,4.12,US,1724289870
400,kourou,5.1552,-52.6478,25.8,89,33,3.27,GF,1724289937
401,dolores,-36.3132,-57.6792,10.23,99,100,3.84,AR,1724289937
402,shumikha,55.2261,63.2961,9.9,96,91,2.66,RU,1724289937
403,lufilufi,-13.8745,-171.5986,26.42,80,100,8.34,WS,1724289937
404,ak-suu,42.4995,78.527,16.19,56,100,0.89,KG,1724289870
405,inari,68.906,27.0288,12.33,82,92,2.96,FI,1724289938
406,ochakiv,46.6128,31.5498,24.49,56,100,4.32,UA,1724289938
407,kapit,2.0167,112.9333,24.01,98,100,0.62,MY,1724289938
408,macon,39.8667,-88.9668,17.92,77,0,2.57,US,1724289938
409,preobrazheniye,42.9019,133.9064,22.53,99,100,5.11,RU,1724289938
410,coracora,-15.0333,-73.7833,10.08,42,3,1.21,PE,1724289938
411,srednebelaya,50.6594,128.0106,17.89,71,100,3.25,RU,1724289938
412,raahe,64.6833,24.4833,14.31,74,16,6.81,FI,1724289938
413,shimoda,34.6667,138.95,27.49,85,100,2.92,JP,1724289938
414,praya,14.9215,-23.5087,26.3,78,40,2.06,CV,1724289873
415,murray bridge,-35.1167,139.2667,17.51,55,8,3.61,AU,1724289939
416,kerrville,30.0474,-99.1403,35.27,39,0,3.6,US,1724289939
417,kuraymah,18.55,31.85,34.54,16,12,3.32,SD,1724289872
418,narasannapeta,18.4167,84.05,27.52,85,100,3.48,IN,1724289872
419,fortuna,40.5982,-124.1573,21.07,68,75,5.66,US,1724289939
420,aykhal,66.0,111.5,14.09,75,65,1.69,RU,1724289939
421,lido di ostia,41.7321,12.2765,25.88,57,0,1.54,IT,1724289872
422,noosa heads,-26.3833,153.15,21.31,75,9,3.35,AU,1724289691
423,jijiga,9.35,42.8,14.69,89,98,7.17,ET,1724289872
424,korla,41.7597,86.1469,25.86,39,98,7.18,CN,1724289872
425,al bawiti,28.3492,28.8659,27.03,50,0,3.22,EG,1724289939
426,pacific grove,36.6177,-121.9166,19.82,89,20,3.09,US,1724289939
427,santana,-0.0583,-51.1817,28.1,83,40,5.14,BR,1724289939
428,haiku-pauwela,20.9219,-156.3051,29.03,65,20,13.38,US,1724289872
429,praia,14.9215,-23.5087,26.3,78,40,2.06,CV,1724289873
430,hithadhoo,-0.6,73.0833,28.25,76,86,3.87,MV,1724289940
431,sabha,27.0377,14.4283,32.35,22,20,4.6,LY,1724289873
432,saudarkrokur,65.7461,-19.6394,6.1,93,100,8.11,IS,1724289940
433,rongelap,11.1635,166.8941,28.25,78,18,4.71,MH,1724289940
434,shimanovsk,52.0,127.7,20.98,45,100,1.76,RU,1724289940
435,kiunga,-6.1219,141.2906,25.58,87,98,1.95,PG,1724289873
436,guaratinga,-16.5667,-39.5667,19.41,93,3,0.54,BR,1724289873
437,taltal,-25.4,-70.4833,14.43,58,8,2.35,CL,1724289873
438,almeirim,-1.5233,-52.5817,27.53,49,99,1.43,BR,1724289940
439,hasaki,35.7333,140.8333,27.04,78,100,4.73,JP,1724289874
440,port blair,11.6667,92.75,26.02,83,100,4.12,IN,1724289940
441,harnoli,32.2792,71.5539,29.47,66,0,1.66,PK,1724289940
442,bichura,50.5881,107.6022,18.0,83,49,0.69,RU,1724289874
443,saint-hippolyte,42.7833,2.9667,20.23,60,0,2.06,FR,1724289874
444,ha giang,22.8333,104.9833,25.08,98,100,0.67,VN,1724289874
445,loreto,22.2667,-101.9667,21.08,49,94,10.08,MX,1724289874
446,muisne,0.6,-80.0333,23.91,81,91,3.99,EC,1724289874
447,eregli,37.5133,34.0467,22.49,35,0,0.41,TR,1724289941
448,yulinshi,38.2906,109.7494,26.17,41,3,1.67,CN,1724289874
449,oshakati,-17.7833,15.6833,15.73,14,0,4.61,NA,1724289941
450,ljungby,56.8332,13.9408,10.75,93,21,3.66,SE,1724289941
451,polyarnyy,69.1989,33.4478,12.2,78,67,6.26,RU,1724289941
452,springfield,37.2153,-93.2982,22.71,66,0,3.58,US,1724289654
453,al mayadin,35.0209,40.4535,30.65,40,0,3.68,SY,1724289875
454,koutiala,12.3917,-5.4642,23.64,90,49,3.13,ML,1724289941
455,thanh hoa,19.8,105.7667,28.36,82,100,0.97,VN,1724289875
456,panjab,34.388,67.0233,6.14,62,0,1.61,AF,1724289942
457,darnah,32.767,22.6367,26.75,77,0,5.74,LY,1724289942
458,luganville,-15.5333,167.1667,26.41,76,45,6.83,VU,1724289942
459,remire-montjoly,4.9167,-52.2667,27.02,89,75,1.03,GF,1724289942
460,fortaleza,-3.7227,-38.5247,27.34,78,0,4.63,BR,1724289875
461,luderitz,-26.6481,15.1594,15.44,51,0,4.76,NA,1724289942
462,hirara,24.8,125.2833,31.15,84,40,4.63,JP,1724289942
463,shaffa,10.5067,12.3332,21.11,93,100,2.08,NG,1724289942
464,asahi,35.7167,140.65,26.21,71,100,4.29,JP,1724289875
465,novyy urgal,51.0736,132.5642,16.8,69,100,2.48,RU,1724289942
466,aldan,58.6031,125.3894,12.94,93,100,1.7,RU,1724289942
467,inongo,-1.95,18.2667,19.84,93,91,2.25,CD,1724289942
468,kampong thom,12.7111,104.8887,28.73,77,100,3.13,KH,1724289942
469,kas,36.2018,29.6377,25.29,51,0,3.65,TR,1724289876
470,ar rumaythah,31.5263,45.2025,35.63,13,0,4.76,IQ,1724289942
471,ranchettes,41.2186,-104.7903,22.64,52,75,11.32,US,1724289720
472,gilgit,35.9221,74.3087,21.41,58,1,1.54,PK,1724289943
473,caleta de carquin,-11.0925,-77.6267,16.66,85,67,5.46,PE,1724289876
474,porto novo,6.4965,2.6036,24.9,92,84,2.31,BJ,1724289943
475,aldinga beach,-35.2793,138.4604,15.35,94,100,3.96,AU,1724289943
476,toliara,-23.35,43.6667,19.34,55,0,1.76,MG,1724289943
477,karratha,-20.7377,116.8463,22.36,65,3,2.16,AU,1724289876
478,edinboro,41.8742,-80.1317,14.6,88,65,2.09,US,1724289943
479,azul,-36.777,-59.8585,7.3,95,100,4.73,AR,1724289943
480,timaru,-44.4,171.25,13.5,52,100,3.32,NZ,1724289943
481,baie-saint-paul,47.4411,-70.4986,13.41,94,100,2.13,CA,1724289943
482,boumagueur,35.5052,5.5525,26.36,31,57,4.14,DZ,1724289944
483,soio,-6.1349,12.3689,21.16,88,97,0.83,AO,1724289944
484,makhambet,47.6667,51.5833,24.22,31,55,3.81,KZ,1724289944
485,kerikeri,-35.2268,173.9474,14.36,61,54,2.57,NZ,1724289944
486,ca mau,9.1769,105.15,28.93,74,100,1.86,VN,1724289877
487,changji,44.0167,87.3167,24.44,41,0,3.0,CN,1724289944
488,deal,51.2232,1.4043,15.87,78,100,6.93,GB,1724289944
489,juankoski,63.0667,28.35,14.98,76,54,3.58,FI,1724289944
490,cicurug,-6.7814,106.7825,23.57,77,100,0.48,ID,1724289944
491,dampit,-8.2116,112.7493,25.52,65,16,1.73,ID,1724289944
492,villamontes,-21.25,-63.5,18.61,64,7,3.16,BO,1724289944
493,barkhan,29.8977,69.5256,24.24,74,2,0.67,PK,1724289944
494,tura,25.5198,90.2201,23.45,99,100,2.9,IN,1724289944
495,kaitong,44.8135,123.15,20.28,76,64,3.14,CN,1724289944
496,kenai,60.5544,-151.2583,11.68,100,100,2.57,US,1724289944
497,sao raimundo das mangabeiras,-7.0219,-45.4811,28.28,31,0,2.52,BR,1724289944
498,sungai udang,2.269,102.1427,28.82,89,20,0.0,MY,1724289878
499,kirensk,57.7853,108.1119,18.98,65,75,1.07,RU,1724289945
500,petnjica,42.9092,19.9638,14.99,78,44,1.07,ME,1724289878
501,jincheng,35.5022,112.8328,25.82,63,0,1.89,CN,1724289945
502,bubaque,11.2833,-15.8333,25.86,87,87,10.58,GW,1724289878
503,kalaleh,37.3807,55.4916,25.89,32,0,2.49,IR,1724289945
504,elamanchili,17.55,82.8667,27.33,84,100,2.37,IN,1724289878
505,ryotsu-minato,38.0833,138.4333,27.57,72,100,0.6,JP,1724289878
506,cidreira,-30.1811,-50.2056,16.97,95,100,8.1,BR,1724289878
507,conde,-7.2597,-34.9075,24.7,94,20,2.57,BR,1724289878
508,fort st. john,56.2499,-120.8529,11.94,66,100,4.12,CA,1724289878
509,caxito,-8.5785,13.6643,20.17,96,100,0.97,AO,1724289878
510,moulins,46.5,3.3333,11.12,84,56,0.87,FR,1724289945
511,jingdezhen,29.2947,117.2079,28.77,75,0,1.53,CN,1724289945
512,ugoofaaru,5.6667,73.0,27.55,78,49,4.87,MV,1724289945
513,mudbidri,13.0833,74.9833,23.79,94,75,1.54,IN,1724289879
514,merritt,50.1123,-120.7942,20.18,45,100,1.72,CA,1724289879
515,weno,7.4515,151.8468,30.97,79,100,2.06,FM,1724289945
516,vadso,70.0744,29.7487,15.09,72,96,6.69,NO,1724289946
517,tuma,55.148,40.5537,11.96,73,100,2.27,RU,1724289946
518,bereznik,62.8551,42.7072,9.25,96,0,1.34,RU,1724289946
519,abepura,-2.6333,140.5833,29.45,70,40,1.54,ID,1724289946
520,umm kaddadah,13.6017,26.6876,25.18,71,100,9.96,SD,1724289946
521,nuriootpa,-34.4833,139.0,13.68,69,100,3.88,AU,1724289879
522,murun-kuren,49.6342,100.1625,17.66,75,87,1.02,MN,1724289946
523,melong,5.1218,9.9614,19.32,99,97,1.05,CM,1724289946
524,yeniseysk,58.4497,92.1703,14.11,96,100,3.54,RU,1724289946
525,el granada,37.5027,-122.4694,19.88,83,100,8.23,US,1724289646
526,niafunke,15.9322,-3.9906,29.99,58,22,3.87,ML,1724289946
527,sirjan,29.452,55.6814,21.25,60,99,1.0,IR,1724289946
528,saint-francois,46.4154,3.9054,9.82,100,0,1.03,FR,1724289946
529,nova xavantina,-14.6667,-52.35,26.2,21,0,0.62,BR,1724289946
530,mulanje,-16.0316,35.5,16.29,72,0,1.13,MW,1724289946
531,presque isle,46.6811,-68.0159,14.99,91,100,4.12,US,1724289880
532,mount airy,36.4993,-80.6073,17.51,76,0,1.79,US,1724289880
533,pitea,65.3172,21.4794,13.35,92,100,1.69,SE,1724289947
534,val-de-reuil,49.2738,1.2102,13.73,100,0,2.06,FR,1724289880
535,leer,53.2316,7.461,13.86,85,100,5.52,DE,1724289947
536,yeppoon,-23.1333,150.7333,21.28,68,17,3.07,AU,1724289947
537,howrah,22.5892,88.3103,29.0,94,75,2.06,IN,1724289880
538,oyama,36.3,139.8,27.58,80,100,1.36,JP,1724289880
539,nova vicosa,-17.8919,-39.3719,22.74,85,0,2.79,BR,1724289947
540,castillos,-34.1667,-53.8333,15.74,99,100,2.2,UY,1724289947
541,zhob,31.3411,69.4481,24.25,68,5,1.36,PK,1724289947
542,yuzhno-kurilsk,44.0306,145.8556,19.86,81,100,6.68,RU,1724289947
543,freeport,40.6576,-73.5832,20.55,59,0,2.57,US,1724289880
544,at taraf,25.3628,49.725,32.3,62,9,3.47,SA,1724289948
545,antonio enes,-16.2325,39.9086,21.04,85,0,2.6,MZ,1724289948
546,doka,13.5167,35.7667,21.02,97,100,2.85,SD,1724289948
547,nkowakowa,-23.8878,30.2871,17.03,24,0,2.35,ZA,1724289948
548,reggane,26.7158,0.1714,38.59,13,7,6.53,DZ,1724289948
549,forest city,28.6668,-81.4433,26.19,91,20,1.54,US,1724289948
550,borogontsy,62.6683,131.1683,21.72,49,38,1.77,RU,1724289948
551,dubinino,55.6192,89.0911,14.09,76,4,6.24,RU,1724289948
552,pimentel,-6.8367,-79.9342,17.16,82,75,8.23,PE,1724289948
553,lupane,-18.9315,27.807,10.95,39,0,2.41,ZW,1724289948
554,bay harbor,30.1471,-85.6146,29.41,65,40,1.54,US,1724289948
555,ukwa,21.9667,80.4667,23.14,97,100,2.15,IN,1724289948
556,sultanah,24.4926,39.5857,36.25,23,40,1.54,SA,1724289881
557,manokwari,-0.8667,134.0833,24.81,85,100,2.33,ID,1724289948
558,lauro de freitas,-12.8944,-38.3272,25.01,78,40,3.6,BR,1724289881
559,pauini,-7.7136,-66.9764,28.69,47,40,0.98,BR,1724289948
560,kayangel,8.0823,134.7173,29.66,71,85,3.25,PW,1724289948
561,oppdal,62.5943,9.6912,7.58,93,26,4.76,NO,1724289949
562,betio village,1.358,172.9211,31.02,72,6,5.46,KI,1724289949
563,tres passos,-27.4556,-53.9319,21.38,54,34,3.78,BR,1724289949
564,vila franca do campo,37.7167,-25.4333,22.23,85,9,1.29,PT,1724289949
565,hit,33.6416,42.8251,32.89,13,0,2.38,IQ,1724289949
566,natal,-5.795,-35.2094,24.36,88,20,4.12,BR,1724289882
567,shenjiamen,29.9576,122.298,29.04,75,58,1.41,CN,1724289949
568,iranshahr,27.2025,60.6848,29.52,48,0,1.78,IR,1724289949
569,mana,5.6592,-53.7767,26.61,86,61,5.59,GF,1724289882
570,dwarka,22.2394,68.9678,27.79,81,42,5.09,IN,1724289949
571,kotlas,61.2611,46.6556,9.43,97,6,1.75,RU,1724289949
572,valley city,46.9233,-98.0032,22.29,88,100,5.66,US,1724289949
573,tazacorte,28.629,-17.9293,22.54,83,5,5.66,ES,1724289949
574,trindade,-16.6494,-49.4889,23.86,24,0,1.86,BR,1724289949
575,deqen,29.9618,90.7188,10.7,76,69,1.5,CN,1724289949
576,san julian,21.0167,-102.1667,19.42,61,97,3.3,MX,1724289949
577,gao,16.6362,1.637,31.8,47,23,5.34,ML,1724289949
578,konosha,60.9736,40.257,9.59,85,77,1.61,RU,1724289950
579,ashkasham,36.6833,71.5333,11.13,64,84,0.19,AF,1724289883
